age,income,credit_score,loan_amount,debt_to_income_pct,num_dependents,years_employed,account_balance,num_prev_loans,monthly_expenses,gender,employment_status,education_level,loan_purpose,region,marital_status,application_year,loan_duration_months,application_date,loan_default
44,28276.7,713,16996.27,24.93,0.0,2.6,944.64,5,5289.35,Female,Part-Time,High School,Personal,West,Single,2012,36,2012-05-26,0
21,48044.04,770,21449.27,17.21,6.0,2.0,9159.05,0,9351.69,Female,Full-Time,Bachelor,Home,West,Single,2017,60,2017-02-10,1
65,44457.46,702,9062.46,31.21,2.0,3.9,17317.96,9,11870.42,Female,Self-Employed,PhD,Car,South,Widowed,2019,84,2019-02-22,0
42,16316.75,531,3021.26,16.86,0.0,2.6,1529.58,6,4842.42,Female,Full-Time,Bachelor,Home,West,,2020,48,2020-04-16,1
33,,429,29531.1,42.83,6.0,,1532.62,0,6733.49,Male,Self-Employed,Bachelor,Personal,West,Divorced,2018,36,2018-06-21,1
74,37863.36,600,5753.24,44.36,1.0,5.9,15426.12,1,6424.59,Female,Unemployed,High School,Personal,South,Divorced,2019,24,2019-01-02,0
53,63061.54,705,23463.35,48.21,2.0,2.4,3923.03,2,12796.45,Female,Full-Time,Bachelor,Personal,East,,2016,60,2016-07-21,1
24,123939.18,576,11537.9,39.94,,5.6,10209.67,4,21527.61,Female,Full-Time,Master,Education,East,Widowed,2020,60,2020-01-04,1
67,62872.58,627,5028.69,48.46,4.0,5.6,5281.98,3,10593.38,Female,Full-Time,,Home,North,Divorced,2012,48,2012-07-04,0
70,28174.91,535,13204.25,21.66,4.0,0.2,15985.39,4,8870.21,Male,Full-Time,,Home,East,Single,2017,60,2017-07-18,1
74,,572,13235.04,24.76,0.0,,4140.99,8,16636.82,Female,Unemployed,High School,Home,North,Married,2014,60,2014-01-16,0
30,68692.46,763,20552.12,26.56,5.0,,3844.06,3,16695.0,Non-Binary,Self-Employed,Bachelor,Education,West,Widowed,2016,60,2016-06-14,0
63,81049.09,723,13279.98,24.0,2.0,4.3,1233.96,3,16183.14,Male,Full-Time,High School,Car,North,Married,2015,84,2015-06-14,0
39,56166.1,558,3693.62,52.96,2.0,23.7,8072.73,4,17996.48,Male,Self-Employed,PhD,Home,East,Single,2012,36,2012-03-01,1
66,51751.75,827,63465.38,10.53,0.0,3.6,3198.22,5,,Female,Part-Time,,Education,East,Married,2010,48,2010-05-06,1
52,56643.34,585,29116.27,16.03,3.0,5.0,1431.74,2,12376.57,Male,Full-Time,Master,Education,Central,Single,2018,60,2018-04-16,0
64,54127.29,611,5421.7,46.16,5.0,0.2,51636.17,7,17882.76,Male,Self-Employed,Master,Business,North,Divorced,2015,60,2015-05-06,0
70,91451.35,716,6255.37,5.82,4.0,3.4,952.88,8,16356.28,Non-Binary,Self-Employed,Master,Personal,Central,Single,2012,60,2012-06-13,0
73,95400.57,785,37302.55,21.03,3.0,0.4,5904.85,9,24857.14,Male,Unemployed,,Home,East,Married,2011,48,2011-12-02,0
32,,682,8714.31,27.12,1.0,3.3,2065.0,5,18065.23,Female,Full-Time,,Home,Central,Single,2024,12,2024-08-15,0
22,114235.83,698,92126.0,38.22,1.0,8.6,976.18,1,33120.38,Female,Full-Time,Bachelor,Car,South,Single,2019,60,2019-06-08,0
60,36881.43,626,28700.04,41.36,3.0,10.1,541.95,1,7978.23,Male,Full-Time,Bachelor,Personal,South,Divorced,2011,60,2011-07-25,0
61,61181.21,657,11900.86,49.52,1.0,,2718.82,0,14559.37,Female,Full-Time,Bachelor,Education,West,Single,2023,12,2023-12-01,0
45,63783.28,764,6082.02,43.52,4.0,12.2,107165.09,9,15525.18,Female,Full-Time,Master,Personal,South,Divorced,2015,36,2015-10-15,0
40,31304.47,565,6337.12,11.58,4.0,11.4,35355.29,4,,Male,Self-Employed,Master,Business,West,Single,2024,84,2024-01-08,0
57,20138.84,801,35252.98,8.01,6.0,,7724.9,7,4670.21,Female,Full-Time,Bachelor,Home,West,Single,2020,36,2020-01-12,0
29,37737.53,630,9763.08,37.83,4.0,6.6,16714.87,1,6410.95,Female,Unemployed,Master,Education,North,Married,2014,36,2014-06-25,0
26,60038.65,539,26525.89,80.79,1.0,1.0,3095.49,5,10028.82,Female,Full-Time,Bachelor,Car,North,Married,2013,36,2013-01-04,1
29,30124.1,618,27914.39,16.26,0.0,2.0,24050.77,9,5276.78,Male,Full-Time,Bachelor,Home,South,Divorced,2015,48,2015-06-07,0
52,32403.29,776,52449.32,14.86,3.0,0.2,,4,5628.59,Female,Retired,Bachelor,Car,Central,Married,2012,12,2012-10-15,1
45,41051.31,522,13557.95,18.44,1.0,17.4,2205.6,4,,Male,Part-Time,PhD,Education,West,Married,2016,48,2016-01-10,1
19,34867.11,693,8054.66,4.97,5.0,6.3,3716.73,8,9108.78,Female,Full-Time,Master,Car,North,Single,2015,36,2015-12-12,0
69,74664.22,762,10757.84,58.21,5.0,26.5,1833.53,0,19979.7,Female,Full-Time,High School,Personal,Central,Single,2023,48,2023-10-05,0
45,77499.98,630,28677.56,46.19,0.0,2.6,31673.79,9,23231.59,Male,Part-Time,Bachelor,Home,West,Married,2020,48,2020-10-12,1
30,21378.76,808,27428.76,39.45,5.0,12.2,14560.62,6,,Male,Self-Employed,Bachelor,Medical,East,Single,2018,36,2018-01-05,1
51,52057.32,609,16780.82,31.12,0.0,0.5,20017.52,8,10570.86,Male,Full-Time,,Personal,Central,Married,2012,48,2012-04-07,0
66,65683.33,515,16176.03,46.49,5.0,7.0,10814.28,0,24807.42,Male,Self-Employed,,Business,South,Married,2012,60,2012-07-07,1
56,13370.37,707,12891.53,22.18,3.0,4.6,,5,2422.31,Male,Part-Time,Bachelor,Home,Central,Married,2020,24,2020-10-21,0
66,32588.72,742,53101.13,22.56,4.0,3.8,4509.9,8,10285.69,Female,Full-Time,,Education,East,Married,2017,36,2017-04-01,1
45,29662.67,748,2924.44,37.47,0.0,2.1,544.01,8,7029.79,Male,Self-Employed,Bachelor,Education,North,Married,2022,24,2022-01-25,0
53,34013.72,496,16617.62,35.52,0.0,5.8,6891.24,6,9625.75,Male,Full-Time,Bachelor,Car,South,Divorced,2023,36,2023-09-28,1
42,15891.38,744,30095.89,16.36,6.0,,72088.57,6,5600.06,Female,Full-Time,Master,Car,West,Single,2023,84,2023-10-16,0
50,57483.92,653,35466.13,3.68,6.0,3.9,400.66,2,9844.27,Female,Full-Time,Master,Business,North,Divorced,2016,48,2016-04-25,0
64,29710.24,684,11469.54,14.51,5.0,1.8,14463.57,7,,Female,Part-Time,Bachelor,Home,East,Married,2014,60,2014-03-14,0
39,65271.22,720,3749.78,21.33,0.0,0.4,38514.59,2,17787.51,Female,Full-Time,Bachelor,Car,South,,2016,48,2016-05-04,0
43,31315.63,713,6174.67,32.05,5.0,0.5,7544.51,1,9054.4,Male,Full-Time,Bachelor,Car,West,Married,2021,48,2021-12-12,1
34,101463.49,679,29772.45,28.7,3.0,5.0,26555.51,1,32757.79,Male,Full-Time,Master,Education,West,Married,2019,60,2019-07-04,1
24,,661,6921.33,23.93,0.0,,1593.14,0,,Female,Full-Time,Bachelor,Education,South,,2017,60,2017-10-28,0
52,68116.01,730,18514.71,58.41,0.0,1.3,24444.32,7,21541.65,Female,Part-Time,High School,Home,North,Married,2024,60,2024-11-05,1
34,14510.36,651,42390.93,30.17,4.0,4.1,2549.97,8,,Female,Unemployed,PhD,Medical,East,Single,2024,60,2024-01-24,1
47,56290.56,754,11359.47,14.87,6.0,1.2,7434.15,4,10392.65,Male,Part-Time,PhD,Car,South,Married,2013,24,2013-12-06,1
46,57365.56,580,9578.17,20.48,4.0,0.3,21355.39,7,17066.65,Male,Self-Employed,,Home,East,Married,2010,24,2010-12-27,0
39,57715.39,717,9217.46,57.1,5.0,12.3,3381.19,3,16991.49,Female,Part-Time,Master,Car,Central,Single,2021,60,2021-10-21,0
33,15893.91,641,11432.84,34.27,0.0,,22123.48,5,3183.65,Male,Self-Employed,High School,Education,West,Married,2010,60,2010-04-07,0
37,50717.06,591,5364.68,17.69,3.0,8.5,464.65,2,16029.55,Female,Full-Time,Bachelor,Home,West,Single,2019,48,2019-06-19,0
22,18170.75,768,19379.09,56.02,3.0,2.4,22729.62,2,4580.71,Male,Self-Employed,PhD,Car,South,Single,2023,60,2023-04-06,1
35,19209.46,713,5574.74,26.14,0.0,5.6,7697.27,7,3627.06,Non-Binary,Unemployed,Bachelor,Car,East,Single,2019,48,2019-12-07,0
25,75045.29,691,7457.94,7.43,2.0,,10152.39,6,13686.94,Female,Part-Time,Bachelor,Education,West,Divorced,2019,60,2019-05-25,0
36,48640.17,716,8727.53,49.97,3.0,6.6,6892.67,2,18000.93,Male,Self-Employed,Master,Home,North,Single,2016,36,2016-07-12,0
70,135170.12,602,4645.74,31.88,0.0,1.2,3946.1,2,45657.81,Male,Full-Time,High School,Education,Central,Married,2015,36,2015-06-15,0
50,44275.39,627,2754.98,61.95,1.0,4.0,14339.89,3,8080.34,Male,Full-Time,High School,Home,East,Married,2023,84,2023-03-05,0
30,42484.84,768,18336.82,48.39,0.0,22.5,4758.48,3,13265.24,Female,Unemployed,High School,Personal,Central,Married,2020,60,2020-11-01,0
30,150309.44,547,6163.53,22.26,0.0,,985.59,8,26979.38,Female,Part-Time,Bachelor,Car,West,Married,2018,84,2018-05-11,1
22,57136.13,653,10666.49,13.94,2.0,3.2,676.12,2,15714.12,Female,Full-Time,High School,Car,West,,2013,24,2013-12-04,1
49,47607.68,595,3447.98,42.25,2.0,0.2,861.76,5,10267.32,Female,Full-Time,,Business,East,Married,2020,36,2020-09-21,1
42,71594.55,676,24241.56,36.45,0.0,14.2,6370.37,6,17226.81,Male,Retired,Master,Car,East,Single,2024,36,2024-09-06,0
24,59577.87,683,4843.26,44.73,5.0,4.0,,4,18890.23,Male,Full-Time,Master,Education,East,Married,2023,48,2023-03-25,0
57,29156.91,602,3490.42,33.56,0.0,3.4,1378.63,0,5299.94,Male,Full-Time,Bachelor,Car,Central,Divorced,2020,36,2020-09-14,0
64,40005.5,696,20149.28,27.04,2.0,4.4,3789.22,8,7695.3,Male,Self-Employed,Bachelor,Home,South,Married,2011,48,2011-11-04,0
47,74526.18,588,6619.99,40.28,1.0,15.1,2356.12,9,20231.73,Female,Retired,PhD,Medical,South,Divorced,2012,36,2012-03-04,0
18,33352.8,699,13231.32,36.66,5.0,0.0,16199.05,5,9637.09,Male,Full-Time,Master,Personal,West,Single,2018,60,2018-10-17,0
20,32130.4,621,13919.0,17.46,1.0,3.7,34196.25,7,7985.17,Female,Retired,Master,Home,West,Married,2017,36,2017-05-28,0
73,43689.78,744,21914.92,25.13,1.0,8.2,6968.54,5,16849.59,Male,Full-Time,Bachelor,Education,Central,Married,2023,60,2023-07-28,0
57,73680.54,616,5785.29,55.3,1.0,5.6,3895.57,9,12353.48,Male,Retired,Master,Car,West,Single,2016,36,2016-08-05,1
18,54700.35,768,21907.63,20.79,5.0,4.8,,3,21080.53,Female,Full-Time,Bachelor,Home,North,Single,2017,12,2017-10-14,0
63,49023.73,632,43579.41,17.83,0.0,2.5,,7,12230.01,Male,Self-Employed,High School,Medical,East,Single,2015,36,2015-08-20,1
60,77307.98,694,56018.47,20.34,0.0,0.1,5106.33,7,20814.36,Female,Full-Time,Master,Medical,Central,Divorced,2024,60,2024-01-20,0
18,36982.82,636,36383.31,2.28,0.0,5.5,4519.63,7,,Male,Full-Time,High School,Personal,South,Married,2018,48,2018-08-06,1
43,30942.78,523,16341.79,54.53,2.0,2.9,6324.8,1,7731.34,Female,Full-Time,,Business,East,Divorced,2024,60,2024-05-19,1
26,87321.28,702,14466.08,12.81,4.0,0.5,9216.84,1,19069.22,Male,Retired,High School,Business,Central,Married,2024,84,2024-06-26,0
54,31186.35,629,14696.62,64.16,6.0,2.3,5680.08,0,5352.49,Male,Full-Time,Master,Medical,Central,Married,2014,60,2014-04-23,1
52,65140.56,551,3519.87,22.71,2.0,1.0,336.02,5,24437.38,Male,Full-Time,Bachelor,Home,West,Married,2010,36,2010-06-20,1
41,24571.18,716,4297.39,22.28,5.0,2.0,10077.02,0,4249.54,Male,Full-Time,Bachelor,Personal,East,Married,2020,36,2020-09-21,0
59,,596,5295.99,15.17,1.0,7.6,718.43,9,15282.14,Male,Full-Time,Bachelor,Home,East,Single,2018,36,2018-05-09,0
57,28435.17,679,9813.23,53.67,0.0,1.3,1760.1,4,8866.8,Male,Full-Time,Master,Home,Central,Married,2022,24,2022-11-07,1
55,100854.74,711,24055.21,46.34,0.0,1.4,1890.6,9,32243.57,Female,Self-Employed,Bachelor,Home,North,Single,2019,36,2019-09-13,1
40,22129.0,613,55917.42,10.5,4.0,6.9,15084.29,9,,Male,Part-Time,High School,Car,North,Married,2013,60,2013-02-24,1
30,81498.09,790,13598.5,28.95,0.0,,,9,16968.11,Non-Binary,Full-Time,Bachelor,Home,West,Widowed,2021,36,2021-05-02,0
44,17163.71,764,47682.85,56.43,,0.0,2877.14,0,5916.36,Female,Full-Time,High School,Education,South,Married,2024,60,2024-11-24,1
40,44606.99,596,13463.9,29.96,6.0,1.4,23839.99,0,8273.72,Female,Full-Time,PhD,Car,East,Married,2023,60,2023-07-10,0
29,48097.24,508,43073.53,58.09,1.0,1.5,267949.21,8,8242.97,Male,Full-Time,,Education,North,Single,2024,60,2024-06-27,1
34,39808.66,734,15066.88,56.41,4.0,0.5,5439.01,6,6697.4,Female,Part-Time,High School,Business,South,,2023,48,2023-01-01,1
30,,349,20437.92,10.59,1.0,2.9,15600.2,2,7565.67,Female,Self-Employed,High School,Home,East,,2021,48,2021-02-12,0
46,13341.02,637,6398.69,56.18,3.0,1.9,139484.95,2,2712.74,Female,Self-Employed,,Home,West,Married,2012,36,2012-07-26,1
58,59593.61,643,8828.42,29.33,1.0,,9240.59,4,15767.79,Male,Self-Employed,Bachelor,Education,Central,,2022,36,2022-10-12,0
48,16832.69,784,26433.26,51.05,1.0,2.7,1358.8,4,3441.04,Male,Full-Time,,Home,West,Single,2012,24,2012-10-25,1
33,153981.9,690,7886.42,27.17,6.0,1.9,4776.55,4,28550.71,Male,Full-Time,,Business,Central,,2014,36,2014-06-12,0
54,40212.53,654,7524.93,6.33,6.0,11.7,8231.28,9,15109.75,Male,Full-Time,High School,Personal,North,Married,2018,24,2018-11-20,0
40,,597,13448.98,22.92,2.0,3.0,,7,4125.41,Female,Retired,Bachelor,Home,Central,Single,2020,60,2020-04-23,1
59,70423.39,639,11689.86,45.04,2.0,5.1,12990.15,9,15476.48,Male,Part-Time,Bachelor,Home,South,,2017,24,2017-10-01,1
66,68571.23,556,9675.16,36.39,4.0,0.5,641.62,4,22262.43,Male,Full-Time,High School,Personal,South,Divorced,2024,36,2024-09-16,1
69,20629.85,686,39490.9,16.95,0.0,3.4,2431.63,2,4888.82,Female,Full-Time,High School,Medical,West,Divorced,2018,24,2018-06-27,0
48,40747.42,623,20096.66,38.93,4.0,7.8,6010.84,4,8454.82,Female,Full-Time,,Medical,South,,2011,48,2011-12-05,0
50,46271.32,640,4737.41,20.23,3.0,0.9,205.37,4,10497.58,Male,Self-Employed,Bachelor,Home,West,Divorced,2021,84,2021-03-15,1
71,35183.18,675,3382.19,24.85,0.0,7.4,,1,6072.0,Male,Full-Time,Bachelor,Home,East,Married,2016,48,2016-07-16,0
48,,489,4778.32,34.59,4.0,0.3,37195.29,0,13341.65,Male,Unemployed,High School,Home,South,Single,2020,60,2020-04-27,1
49,,711,21059.04,40.9,4.0,4.3,2965.59,6,6575.97,Female,Full-Time,,Car,Central,,2015,48,2015-02-16,0
54,25214.6,784,17568.22,48.47,3.0,,2072.12,8,7535.44,Female,Self-Employed,Bachelor,Education,Central,Widowed,2012,48,2012-10-05,1
71,89769.64,685,56441.65,13.83,5.0,3.3,11527.65,2,18251.01,Male,Self-Employed,PhD,Personal,Central,Married,2013,48,2013-06-15,0
61,110569.64,765,5481.92,12.85,4.0,1.6,3507.55,2,31839.69,Female,Full-Time,Master,Home,West,Married,2014,36,2014-11-21,0
53,25070.71,728,29149.29,16.96,5.0,0.8,9715.01,2,5078.51,Male,Retired,High School,Personal,Central,Divorced,2011,60,2011-01-26,0
19,48184.67,770,5963.38,19.9,5.0,5.8,2723.42,4,14988.92,Non-Binary,Full-Time,High School,Car,North,,2014,36,2014-08-10,0
69,24121.13,657,7768.88,13.11,5.0,6.3,17339.97,7,6562.67,Female,Self-Employed,Master,Home,Central,,2015,48,2015-08-06,1
58,67531.87,516,11585.25,21.84,4.0,2.0,1018.04,0,17592.9,Male,Full-Time,Bachelor,Education,West,Married,2018,36,2018-03-09,1
19,64419.25,695,10025.89,51.27,3.0,8.4,24054.75,2,17997.67,Male,Retired,Master,Business,East,Married,2023,48,2023-05-05,1
31,43680.69,724,7369.34,9.84,2.0,1.1,26842.77,1,8365.71,Female,Part-Time,Master,Home,West,Divorced,2021,36,2021-03-10,0
38,26080.47,713,7872.24,73.13,0.0,,185422.58,5,5397.52,Female,Self-Employed,Bachelor,Education,South,,2021,12,2021-04-26,0
25,26060.15,600,21576.43,27.87,5.0,4.7,3093.01,1,6932.96,Male,Retired,Bachelor,Personal,North,Widowed,2023,36,2023-08-10,0
53,37501.19,617,16146.04,16.83,2.0,0.8,9393.07,7,,Female,Retired,,Home,West,Married,2010,48,2010-10-16,0
51,68392.29,481,8877.12,14.2,0.0,6.9,1905.22,5,14153.22,Male,Full-Time,High School,Home,South,Single,2016,48,2016-09-22,0
25,43347.32,484,4564.75,42.66,1.0,9.2,5653.3,0,7775.49,Female,Retired,,Personal,North,Married,2023,60,2023-03-22,1
25,18982.44,850,8969.6,18.82,1.0,,2654.56,0,3165.68,Female,Full-Time,High School,Personal,South,Single,2019,60,2019-07-11,0
47,77809.93,634,5824.7,6.05,5.0,0.8,56629.13,5,27551.51,Male,Part-Time,Master,Personal,East,Single,2018,60,2018-04-17,0
48,126935.89,543,3905.62,39.32,2.0,3.7,47982.04,5,23154.68,Female,Full-Time,Bachelor,Home,Central,Married,2014,48,2014-09-17,1
36,,721,58911.37,35.12,5.0,0.2,1821.23,3,,Female,Self-Employed,Bachelor,Business,East,Married,2023,60,2023-01-04,1
48,91209.77,612,13894.25,44.26,2.0,0.2,4608.17,3,18934.06,Male,Part-Time,Bachelor,Home,South,Single,2019,48,2019-06-11,0
65,29631.61,653,2418.4,37.48,5.0,9.2,14676.86,4,6382.86,Female,Full-Time,High School,Education,South,Married,2015,36,2015-12-21,0
56,12308.54,698,7129.14,44.14,2.0,5.0,47610.82,7,4697.59,Male,Full-Time,Master,Medical,Central,Married,2016,36,2016-04-13,0
71,46322.58,674,24200.99,12.68,1.0,2.2,3218.81,5,8123.07,Male,Full-Time,High School,Business,Central,Divorced,2023,48,2023-12-23,0
27,37769.46,584,9184.34,13.73,4.0,5.8,,1,9366.24,Male,Self-Employed,Bachelor,Medical,South,Married,2013,12,2013-11-02,0
47,90412.63,593,28746.23,38.04,2.0,0.4,2923.29,8,,Male,Full-Time,Bachelor,Personal,South,Single,2023,60,2023-06-26,1
47,55492.14,573,9174.05,52.1,0.0,0.8,9114.7,9,12741.98,Female,Self-Employed,High School,Home,South,Married,2020,36,2020-03-06,1
38,32799.87,629,3301.74,33.52,4.0,5.5,,2,7869.0,Female,Unemployed,Bachelor,Business,South,,2024,36,2024-03-10,0
26,36239.04,716,31636.35,27.54,0.0,1.1,2082.26,0,8254.47,Female,Part-Time,Master,Home,North,Married,2018,24,2018-11-17,0
57,73710.83,717,13328.1,13.26,2.0,,10712.78,7,24269.73,Female,Full-Time,Bachelor,Home,North,Divorced,2020,12,2020-12-05,0
35,23834.66,550,4777.33,15.94,,20.4,809.26,7,7780.1,Female,Full-Time,PhD,Car,Central,Married,2015,60,2015-07-24,1
71,66246.34,683,22045.39,17.99,5.0,19.6,10910.66,0,14463.06,Male,Full-Time,High School,Home,South,Single,2023,60,2023-08-03,0
46,68281.9,595,6616.3,67.83,0.0,,4556.03,9,13208.01,Male,Unemployed,High School,Car,North,Married,2019,60,2019-06-20,1
23,47334.33,525,43703.36,43.17,3.0,3.6,18149.4,9,8363.19,Male,Part-Time,Bachelor,Business,Central,Widowed,2013,84,2013-10-28,1
58,36766.92,696,7456.49,49.17,5.0,13.6,2695.16,0,7560.02,Male,Full-Time,Bachelor,Car,South,Single,2019,24,2019-03-01,0
47,54791.1,620,2842.23,50.16,6.0,2.3,141004.7,3,14342.59,Male,Self-Employed,Bachelor,Home,West,,2015,48,2015-01-26,1
64,23954.5,736,13078.51,29.68,0.0,0.5,4396.16,6,6270.79,Male,Retired,Bachelor,Personal,West,Married,2012,36,2012-02-13,0
68,28630.25,768,20636.7,25.53,3.0,0.2,6725.76,4,6363.44,Female,Full-Time,,Personal,Central,Married,2018,48,2018-12-12,1
67,27100.52,645,38078.13,27.64,6.0,4.9,4806.81,6,7933.82,Male,Unemployed,,Business,South,Married,2020,60,2020-03-17,1
25,87520.81,647,66856.24,48.26,2.0,1.9,2013.45,1,29471.58,Male,Full-Time,Master,Car,North,Widowed,2013,48,2013-04-05,1
43,38032.95,635,17433.81,24.16,6.0,1.9,,6,7642.78,Male,Part-Time,Bachelor,Car,South,Single,2022,24,2022-08-01,1
20,109493.32,805,15152.5,28.2,3.0,11.4,1961.7,8,29696.91,Male,Full-Time,High School,Car,East,Married,2011,36,2011-05-17,0
43,32174.43,552,8372.27,29.35,0.0,0.8,3712.68,5,6088.09,Male,Full-Time,,Personal,West,Single,2012,60,2012-10-17,1
40,45925.93,637,6814.5,15.02,3.0,,12443.44,1,,Male,Full-Time,High School,Personal,East,Married,2013,48,2013-04-13,0
74,36321.67,685,6408.85,49.03,1.0,0.7,32963.1,9,6737.23,Female,Unemployed,Bachelor,Business,North,Married,2012,36,2012-09-10,1
24,49793.08,603,13592.3,4.51,1.0,0.8,11242.59,2,12630.75,Female,Self-Employed,Master,Home,Central,Widowed,2022,36,2022-08-28,0
57,39729.46,661,5859.6,12.14,5.0,5.0,1115.35,4,7762.65,Female,Self-Employed,High School,Business,East,Married,2011,36,2011-08-18,0
18,11340.04,625,8077.37,18.3,4.0,0.6,4112.34,8,4201.49,Male,Full-Time,PhD,Medical,West,Divorced,2017,84,2017-06-10,1
33,19808.43,517,3378.1,49.62,0.0,11.9,,4,4684.82,Female,Full-Time,,Personal,Central,Married,2021,36,2021-04-22,1
59,25927.54,636,6987.52,37.42,6.0,5.4,7266.2,8,4882.25,Male,Full-Time,Master,Business,North,Single,2018,60,2018-03-18,0
29,48936.94,676,6297.01,26.38,6.0,0.6,857.87,1,15027.0,Male,Retired,PhD,Business,West,Married,2015,36,2015-12-28,0
48,17945.76,543,18328.41,17.36,0.0,4.1,1613.48,6,3010.05,Male,Unemployed,Master,Education,East,Married,2022,48,2022-05-20,1
44,104991.51,707,6522.4,23.38,0.0,5.3,10927.89,3,21206.16,Male,Full-Time,High School,Home,West,Married,2023,60,2023-08-15,0
29,28615.34,698,10748.93,29.59,5.0,2.7,15817.91,9,7628.08,Female,Full-Time,Bachelor,Home,Central,Married,2012,84,2012-12-21,0
73,66391.28,586,10589.79,32.81,5.0,9.2,1800.47,6,15781.42,Male,Full-Time,High School,Personal,Central,Single,2023,24,2023-04-27,0
38,28691.41,643,6968.21,9.31,4.0,3.0,617.32,7,7622.35,Female,Full-Time,Master,Home,West,Married,2010,36,2010-02-19,1
62,39628.04,598,15856.64,32.0,6.0,10.6,19605.68,2,11742.23,Female,Self-Employed,Bachelor,Personal,South,Single,2014,48,2014-08-08,0
25,111943.79,599,34188.43,7.94,2.0,,1126.87,0,31458.77,Female,Full-Time,,Car,West,Single,2022,24,2022-07-25,0
54,54770.37,632,17364.44,31.94,2.0,18.8,,3,9162.01,Male,Full-Time,PhD,Personal,North,Widowed,2019,60,2019-07-23,1
46,95806.5,681,2472.99,21.88,6.0,0.4,62865.53,2,19944.46,Male,Retired,PhD,Home,Central,Married,2020,12,2020-04-27,0
39,17296.84,646,12952.14,35.26,5.0,,265.94,2,6277.89,Female,Full-Time,Master,Personal,North,Divorced,2018,48,2018-07-17,0
53,95507.56,626,27909.24,36.31,3.0,,857.49,4,20825.39,Male,Full-Time,Bachelor,Home,East,Divorced,2016,36,2016-03-08,0
18,49705.86,845,3483.74,6.59,6.0,3.7,,6,10257.1,Female,Self-Employed,,Education,West,Single,2024,24,2024-04-28,0
33,41053.29,714,39580.72,22.71,6.0,15.8,4420.35,0,7019.27,Male,Full-Time,Bachelor,Personal,West,,2013,60,2013-04-14,0
58,22523.91,655,30551.02,23.65,4.0,5.0,14212.54,3,4467.11,Female,Retired,,Car,North,Married,2020,36,2020-03-06,0
23,,749,10803.41,26.87,5.0,0.7,2108.63,4,10522.94,Male,Self-Employed,,Personal,North,Single,2013,48,2013-12-12,0
30,18825.76,563,6004.57,10.87,4.0,11.0,7481.94,4,3680.62,Male,Full-Time,High School,Home,Central,Married,2016,36,2016-01-13,0
44,31611.88,542,45378.91,38.78,6.0,13.6,4122.81,6,5280.25,Male,Self-Employed,Master,Car,West,,2017,48,2017-07-16,1
36,32875.65,437,4138.18,34.88,5.0,4.7,3702.68,2,7314.05,Female,Part-Time,Bachelor,Personal,West,Married,2016,60,2016-11-15,0
20,59531.91,704,23271.64,25.12,3.0,4.0,4669.34,7,11006.84,Male,Retired,,Car,North,Married,2018,36,2018-04-16,0
60,52425.88,613,11708.71,46.5,0.0,,689.84,2,11997.02,Male,Full-Time,Master,Car,West,Married,2017,84,2017-10-10,1
73,89276.87,666,43346.79,49.43,3.0,6.2,359.46,4,15116.8,Female,Full-Time,Bachelor,Business,East,,2017,60,2017-03-27,0
56,32359.38,627,11066.52,30.4,1.0,,2428.1,1,6644.04,Male,Part-Time,High School,Home,North,Married,2023,36,2023-04-13,0
50,35687.13,578,26210.93,22.49,3.0,4.6,1579.76,2,,Male,Full-Time,Master,Home,West,Married,2016,84,2016-03-10,1
69,125743.34,620,17914.89,51.63,4.0,,,3,,Male,Full-Time,Master,Home,West,,2020,48,2020-01-24,1
37,31629.08,722,24655.25,37.53,4.0,3.7,485.04,0,6506.17,Female,Part-Time,PhD,Home,North,Married,2014,84,2014-12-28,0
27,18938.11,577,16200.29,11.87,6.0,3.3,6775.83,5,4533.12,Male,Retired,High School,Home,South,Married,2012,60,2012-02-08,1
44,,596,50079.94,51.18,3.0,11.0,16315.15,0,,Male,Full-Time,Bachelor,Car,North,Single,2015,48,2015-04-25,1
73,52483.45,744,8809.86,20.14,2.0,5.2,1669.85,8,9427.92,Female,Full-Time,Bachelor,Business,West,Single,2015,36,2015-06-13,0
49,,847,19143.14,23.35,2.0,0.9,3100.55,8,6864.91,Male,Full-Time,High School,Car,North,Married,2023,84,2023-12-19,0
64,38205.7,657,6197.14,5.23,0.0,9.2,6702.39,5,7467.57,Female,Retired,High School,Car,Central,Single,2015,48,2015-02-19,0
49,93262.87,497,2507.77,23.32,6.0,1.7,2133.84,1,,Male,Full-Time,High School,Education,North,Widowed,2017,60,2017-03-24,1
42,21984.29,718,10769.52,27.3,4.0,1.4,4489.29,6,5014.1,Male,Part-Time,Bachelor,Home,East,Married,2015,24,2015-09-09,0
35,42011.51,577,10561.38,63.47,2.0,,14171.86,7,7607.12,Male,Part-Time,Bachelor,Car,West,Single,2024,48,2024-03-23,0
67,46203.53,668,11883.96,38.78,4.0,,36961.52,4,14860.88,Male,Part-Time,Bachelor,Education,East,Single,2014,60,2014-05-08,1
19,42201.7,767,4869.1,23.89,4.0,8.0,602.23,3,7424.45,Female,Part-Time,High School,Business,North,Married,2021,84,2021-04-10,0
65,28128.85,603,24511.58,38.11,6.0,3.4,2745.84,4,8212.36,Male,Full-Time,High School,Car,West,Single,2024,36,2024-02-14,1
43,66227.62,588,10598.21,2.95,3.0,16.5,,9,24614.21,Female,Full-Time,PhD,Education,Central,Divorced,2023,84,2023-01-17,0
